-33.106081,-42.696918,1.000000,fire_1
0.558167,15.137548,1.000000,fire_2
25.491526,6.584383,1.000000,fire_3
25.657040,-1.309524,1.000000,fire_4
-17.504600,25.647703,1.000000,fire_5
49.115958,-19.646911,1.000000,fire_6
32.054040,-9.197587,1.000000,fire_7
10.393833,-16.250583,1.000000,fire_8
-41.928314,21.048274,1.000000,fire_9
-3.197252,-38.867749,1.000000,fire_10
21.340392,-39.312621,1.000000,fire_11
-35.181290,23.908911,1.000000,fire_12
-37.364895,5.143817,1.000000,fire_13
-35.514708,-0.077207,1.000000,fire_14
48.256972,40.321031,1.000000,fire_15
41.395392,17.682831,1.000000,fire_16
-0.824271,44.377186,1.000000,fire_17
14.139681,-50.045377,1.000000,fire_18
25.154738,28.473561,1.000000,fire_19
42.691960,40.013247,1.000000,fire_20
47.580554,-4.490426,1.000000,fire_21
-35.581397,-35.811250,1.000000,fire_22
10.660633,-21.105871,1.000000,fire_23
5.734360,8.028175,1.000000,fire_24
-36.723672,-28.538748,1.000000,fire_25
-5.956157,31.063162,1.000000,fire_26
30.865328,-31.406185,1.000000,fire_27
8.404447,-37.427863,1.000000,fire_28
-3.756322,-12.133103,1.000000,fire_29
4.297965,-37.254066,1.000000,fire_30
27.078794,26.014812,1.000000,fire_31
40.634724,20.390980,1.000000,fire_32
-26.982041,-39.978028,1.000000,fire_33
-24.587980,-43.898931,1.000000,fire_34
14.522260,15.457310,1.000000,fire_35
47.317481,-0.931768,1.000000,fire_36
19.927313,-26.529804,1.000000,fire_37
-28.607803,42.403051,1.000000,fire_38
-0.972700,-39.212775,1.000000,fire_39
-19.461998,-4.420809,1.000000,fire_40
-4.696455,-36.978562,1.000000,fire_41
18.896486,37.017321,1.000000,fire_42
-49.945744,18.902703,1.000000,fire_43
18.755148,-16.028951,1.000000,fire_44
30.117785,-22.525301,1.000000,fire_45
-44.997538,35.228023,1.000000,fire_46
6.195573,-21.986419,1.000000,fire_47
-15.297938,-42.921228,1.000000,fire_48
19.972254,22.529027,1.000000,fire_49
26.870904,-0.987790,1.000000,fire_50
